job_title,company_name,address,job_description,job_posted_date,job_source_url,job_source,job_type
Senior Applications Developer,DIRECTV,"Del Valle, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:40Z,https://www.adzuna.com/details/4031765380,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Manchaca, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:37Z,https://www.adzuna.com/details/4031765220,Adzuna,Remote
Software Engineer,FIS,"Sykesville, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:18:31Z,https://www.adzuna.com/details/4031764914,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"NEWARK, NJ, 07102",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:52Z,https://www.adzuna.com/details/4031753779,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"PHILADELPHIA, PA, 19019",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:48Z,https://www.adzuna.com/details/4031753554,Adzuna,Remote
"Senior Manager, Statistics",Takeda Pharmaceutical,"CHERRY HILL, NJ, 08034","...  the very best talent, we at Takeda SQS are open to flexible or remote working for some roles. Such roles will have a connection to a Takeda R&D center. How you will contribute: Work ...",2023-04-10T09:52:48Z,https://www.adzuna.com/details/4031753547,Adzuna,Remote
Intern - Software Engineer (PTC),NetApp,"East Vandergrift, PA, 15629",...  in May or June 2023. Recruiting efforts will be ongoing until specific teams find an ideal match. NetApp's approach to in-person and remote work will be a flexible hybrid model ...,2023-04-10T09:52:41Z,https://www.adzuna.com/details/4031752899,Adzuna,Remote
Intern - Software Engineer (RTP),NetApp,"Timberlake, NC, 27583",...  in May or June 2023. Recruiting efforts will be ongoing until specific teams find an ideal match. NetApp's approach to in-person and remote work will be a flexible hybrid model ...,2023-04-10T09:52:41Z,https://www.adzuna.com/details/4031752900,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"ROCHESTER, NY, 14603",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:36Z,https://www.adzuna.com/details/4031752528,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"YORK, PA, 17405",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:36Z,https://www.adzuna.com/details/4031752533,Adzuna,Remote
"Senior Manager, Programming",Takeda Pharmaceutical,"CHERRY HILL, NJ, 08034","...  to deliver Better Health and a Brighter Future to people around the world. This position is currently classified as ""hybrid"" in accordance with Takeda's Hybrid and Remote Work policy. Base ...",2023-04-10T09:52:35Z,https://www.adzuna.com/details/4031752527,Adzuna,Remote
Software Engineer 2,BOEING,"Annapolis Junction, MD, 20701","...  their software development team Work Location: Annapolis Junction, MD Telework Availability: Yes (Hybrid) What you will do (day in the life): As a Software Engineer on the Tradecraft Team some ...",2023-04-10T09:46:57Z,https://www.adzuna.com/details/4031744919,Adzuna,Remote
Programmer Analyst Senior,FIS,"Elm Grove, Wisconsin",. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy Statement FIS is committed ...,2023-04-10T10:22:38Z,https://www.adzuna.com/details/4031772369,Adzuna,Remote
Systems Manager,FIS,"Orange Park, Florida",...  enterprise applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly through our website by clicking ...,2023-04-10T10:22:31Z,https://www.adzuna.com/details/4031772232,Adzuna,Remote
Systems Manager,FIS,"Ponte Vedra, Florida",...  enterprise applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly through our website by clicking ...,2023-04-10T10:22:25Z,https://www.adzuna.com/details/4031772143,Adzuna,Remote
Software Engineer II,FIS,"Bryceville, Florida",...  listed fields and three (3) years of experience in the above listed skills. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS ...,2023-04-10T10:22:20Z,https://www.adzuna.com/details/4031772047,Adzuna,Remote
Systems Manager,FIS,"Orange Park, Florida",...  applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly by clicking “Apply Online”. . Privacy ...,2023-04-10T10:22:18Z,https://www.adzuna.com/details/4031772005,Adzuna,Remote
Systems Manager,FIS,"Atlantic Beach, Florida",...  applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly by clicking “Apply Online”. . Privacy ...,2023-04-10T10:22:13Z,https://www.adzuna.com/details/4031771938,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Fate, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:22:10Z,https://www.adzuna.com/details/4031771884,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Lavon, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:22:09Z,https://www.adzuna.com/details/4031771854,Adzuna,Remote
Software Engineer,FIS,"Damascus, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:21:41Z,https://www.adzuna.com/details/4031771403,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Cedar Hill, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:21:08Z,https://www.adzuna.com/details/4031770550,Adzuna,Remote
Software Engineer II,FIS,"Jacksonville, Florida",...  listed fields and three (3) years of experience in the above listed skills. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS ...,2023-04-10T10:21:06Z,https://www.adzuna.com/details/4031770454,Adzuna,Remote
Programmer Analyst Senior,FIS,"Milwaukee, Wisconsin",. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy Statement FIS is committed ...,2023-04-10T10:21:01Z,https://www.adzuna.com/details/4031770266,Adzuna,Remote
Business Systems Analyst II,FIS,"Callahan, Florida",...  in the above listed skills. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy ...,2023-04-10T10:20:58Z,https://www.adzuna.com/details/4031770077,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Pearland, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:20:54Z,https://www.adzuna.com/details/4031769887,Adzuna,Remote
Systems Manager,FIS,"Callahan, Florida",...  enterprise applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly through our website by clicking ...,2023-04-10T10:20:51Z,https://www.adzuna.com/details/4031769769,Adzuna,Remote
Systems Manager,FIS,"Fernandina Beach, Florida",...  applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly by clicking “Apply Online”. . Privacy ...,2023-04-10T10:20:30Z,https://www.adzuna.com/details/4031769383,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Kennedale, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:20:11Z,https://www.adzuna.com/details/4031769075,Adzuna,Remote
Software Engineer,FIS,"Owings Mills, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:19:34Z,https://www.adzuna.com/details/4031768085,Adzuna,Remote
Senior Applications Developer,DIRECTV,"AUSTIN, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:19:33Z,https://www.adzuna.com/details/4031768070,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Spring, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:19:32Z,https://www.adzuna.com/details/4031768015,Adzuna,Remote
Software Engineer II,FIS,"Neptune Beach, Florida",...  listed fields and three (3) years of experience in the above listed skills. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS ...,2023-04-10T10:19:30Z,https://www.adzuna.com/details/4031767879,Adzuna,Remote
Software Engineer,FIS,"Woodbine, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:19:21Z,https://www.adzuna.com/details/4031767430,Adzuna,Remote
Programmer Analyst Senior,FIS,"Big Bend, Wisconsin",. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy Statement FIS is committed ...,2023-04-10T10:19:20Z,https://www.adzuna.com/details/4031767397,Adzuna,Remote
Software Engineer II,FIS,"Ponte Vedra Beach, Florida",...  listed fields and three (3) years of experience in the above listed skills. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS ...,2023-04-10T10:19:18Z,https://www.adzuna.com/details/4031767289,Adzuna,Remote
Software Engineer II,FIS,"Orange Park, Florida",...  listed fields and three (3) years of experience in the above listed skills. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS ...,2023-04-10T10:19:16Z,https://www.adzuna.com/details/4031767152,Adzuna,Remote
Business Systems Analyst II,FIS,"Fruit Cove, Florida",...  in the above listed skills. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy ...,2023-04-10T10:19:13Z,https://www.adzuna.com/details/4031767030,Adzuna,Remote
Senior Applications Developer,DIRECTV,"ARLINGTON, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:19:03Z,https://www.adzuna.com/details/4031766539,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Southlake, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:19:02Z,https://www.adzuna.com/details/4031766463,Adzuna,Remote
Senior Applications Developer,DIRECTV,"HOUSTON, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:19:01Z,https://www.adzuna.com/details/4031766384,Adzuna,Remote
Software Engineer,FIS,"Lisbon, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:18:58Z,https://www.adzuna.com/details/4031766272,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Kyle, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:57Z,https://www.adzuna.com/details/4031766223,Adzuna,Remote
Programmer Analyst Senior,FIS,"Jackson, Wisconsin",. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy Statement FIS is committed ...,2023-04-10T10:18:56Z,https://www.adzuna.com/details/4031766174,Adzuna,Remote
Business Systems Analyst II,FIS,"Orange Park, Florida",...  in the above listed skills. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy ...,2023-04-10T10:18:54Z,https://www.adzuna.com/details/4031766087,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Canyon, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:53Z,https://www.adzuna.com/details/4031766024,Adzuna,Remote
Systems Manager,FIS,"Jacksonville, Florida",...  enterprise applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly through our website by clicking ...,2023-04-10T10:18:50Z,https://www.adzuna.com/details/4031765901,Adzuna,Remote
Systems Manager,FIS,"Bryceville, Florida",...  applications. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply directly by clicking “Apply Online”. . Privacy ...,2023-04-10T10:18:47Z,https://www.adzuna.com/details/4031765724,Adzuna,Remote
Business Systems Analyst I,FIS,"Doctors Inlet, Florida",...  and tracking management certificate updates across platforms. Telecommuting and/or working from home may be permissible pursuant to company policies. QUALIFIED APPLICANTS: Please apply ...,2023-04-10T10:18:46Z,https://www.adzuna.com/details/4031765692,Adzuna,Remote
Programmer Analyst Senior,FIS,"Union Grove, Wisconsin",. Telecommuting and/or working from home is permissible. QUALIFIED APPLICANTS: Please apply directly through our website by clicking on “Apply Now.” . Privacy Statement FIS is committed ...,2023-04-10T10:18:42Z,https://www.adzuna.com/details/4031765456,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Del Valle, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:40Z,https://www.adzuna.com/details/4031765380,Adzuna,Remote
Senior Applications Developer,DIRECTV,"Manchaca, Texas","DUTIES: DIRECTV, LLC is looking for a Senior Applications Developer in EL Segundo, CA [and various unanticipated locations throughout the U.S.; may work from home] to use ...",2023-04-10T10:18:37Z,https://www.adzuna.com/details/4031765220,Adzuna,Remote
Software Engineer,FIS,"Sykesville, Maryland",...  in Mainframe; working in Agile environment; creating and maintaining ADD; and drafting and executing change control for production deployment. Telecommuting and/or working from home ...,2023-04-10T10:18:31Z,https://www.adzuna.com/details/4031764914,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"NEWARK, NJ, 07102",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:52Z,https://www.adzuna.com/details/4031753779,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"PHILADELPHIA, PA, 19019",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:48Z,https://www.adzuna.com/details/4031753554,Adzuna,Remote
"Senior Manager, Statistics",Takeda Pharmaceutical,"CHERRY HILL, NJ, 08034","...  the very best talent, we at Takeda SQS are open to flexible or remote working for some roles. Such roles will have a connection to a Takeda R&D center. How you will contribute: Work ...",2023-04-10T09:52:48Z,https://www.adzuna.com/details/4031753547,Adzuna,Remote
Intern - Software Engineer (PTC),NetApp,"East Vandergrift, PA, 15629",...  in May or June 2023. Recruiting efforts will be ongoing until specific teams find an ideal match. NetApp's approach to in-person and remote work will be a flexible hybrid model ...,2023-04-10T09:52:41Z,https://www.adzuna.com/details/4031752899,Adzuna,Remote
Intern - Software Engineer (RTP),NetApp,"Timberlake, NC, 27583",...  in May or June 2023. Recruiting efforts will be ongoing until specific teams find an ideal match. NetApp's approach to in-person and remote work will be a flexible hybrid model ...,2023-04-10T09:52:41Z,https://www.adzuna.com/details/4031752900,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"ROCHESTER, NY, 14603",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:36Z,https://www.adzuna.com/details/4031752528,Adzuna,Remote
"Manager, Programming",Takeda Pharmaceutical,"YORK, PA, 17405",""" in accordance with Takeda's Hybrid and Remote Work policy. Base Salary Range: $102,200.00 to $146,000.00 based on the candidate's professional experience level. Employees may also be eligible ...",2023-04-10T09:52:36Z,https://www.adzuna.com/details/4031752533,Adzuna,Remote
"Senior Manager, Programming",Takeda Pharmaceutical,"CHERRY HILL, NJ, 08034","...  to deliver Better Health and a Brighter Future to people around the world. This position is currently classified as ""hybrid"" in accordance with Takeda's Hybrid and Remote Work policy. Base ...",2023-04-10T09:52:35Z,https://www.adzuna.com/details/4031752527,Adzuna,Remote
Software Engineer 2,BOEING,"Annapolis Junction, MD, 20701","...  their software development team Work Location: Annapolis Junction, MD Telework Availability: Yes (Hybrid) What you will do (day in the life): As a Software Engineer on the Tradecraft Team some ...",2023-04-10T09:46:57Z,https://www.adzuna.com/details/4031744919,Adzuna,Remote
Application Development Lead,SRP,"Phoenix, AZ","...  workplace, which allows employees whose jobs can be performed remotely, and who have sufficient technical capability, to telework up to three days per week. Although teleworking ...",2023-04-10T09:39:17Z,https://www.adzuna.com/details/4031735872,Adzuna,Remote
Technical Lab Engineer T5,Raytheon Missiles & Defense,"Denver, Colorado","...  requires you be on site, no remote work. There is no relocation assistance with this position. U.S. Citizenship status is required as this position needs an active U.S. Security Clearance ...",2023-04-10T09:38:31Z,https://www.adzuna.com/details/4031734119,Adzuna,Remote
Technical Lab Engineer T5,Raytheon Missiles & Defense,"Seattle, Washington","...  requires you be on site, no remote work. There is no relocation assistance with this position. U.S. Citizenship status is required as this position needs an active U.S. Security Clearance ...",2023-04-10T09:38:31Z,https://www.adzuna.com/details/4031734146,Adzuna,Remote
"Engineering Director, Community",Canonical Group Ltd,"Honolulu, HI",...  Work from home with global travel 4 to 6 weeks for internal and external events Collaborate with the developer advocates and PR teams at Canonical to promote Ubuntu and related ...,2023-04-10T08:41:49Z,https://www.adzuna.com/details/4031657365,Adzuna,Remote
Senior Penetration Tester - Secret Clearance - Remote - Multiple openings,MindPoint Group,"Columbus, OH, 43201",": - There will be on-site engagements for approximately a week per quarter in Washington DC. When not on client site, there will be options for telework. Additional Information - All offers are contingent ...",2023-04-10T06:42:57Z,https://www.adzuna.com/details/4031597423,Adzuna,Remote
"Manager, Site Reliability Engineer - Remote",KPMG,"Melville, NY, 11747",...  Digital Nexus organization. This is a remote work opportunity. Responsibilities: - Resolve complex enterprise system hardware and software problems; collaborate with peer teams ...,2023-04-10T06:36:07Z,https://www.adzuna.com/details/4031591859,Adzuna,Remote
Production Management Analyst,MetLife,"Raleigh, NC, 27612",Location: United States : North Carolina : Cary Work Arrangement: Hybrid - 3 days in office/2 days work from home Hybrid in-office and work-from home Role Value Proposition Demand ...,2023-04-10T06:25:45Z,https://www.adzuna.com/details/4031586489,Adzuna,Remote
Production Management Analyst,MetLife,"Wendell, NC, 27591",Location: United States : North Carolina : Cary Work Arrangement: Hybrid - 3 days in office/2 days work from home Hybrid in-office and work-from home Role Value Proposition Demand ...,2023-04-10T06:25:44Z,https://www.adzuna.com/details/4031586417,Adzuna,Remote
"Rating Technician - Eden Prairie, MN",UnitedHealth Group,"Minnetonka, MN, 55345","...  role between the hours of 8:00 AM - 5:00 PM including the flexibility to work from home office on Monday and Friday and work on site from Tuesday - Thursday Telecommuting Requirements ... If you are located within commutable distance of 11000, OPTUM CIRCLE, EDEN PRAIRIE, MN, 55344, you will have the flexibility to work from home and the office in this hybrid role ...",2023-04-10T06:20:49Z,https://www.adzuna.com/details/4031559687,Adzuna,Remote
"Oracle Applications Sales Manager - Dallas, TX Metro area",Oracle,"Tallahassee, FL, 32395",", and closing skills with prospects/customers - The flexibility to travel as needed What we'll offer you - A competitive salary and exciting benefits - Flexible and remote working options ...",2023-04-10T05:02:36Z,https://www.adzuna.com/details/4031427306,Adzuna,Remote
Applications Sales Manager,Oracle,"Tallahassee, FL, 32395",...  - A competitive salary and exciting benefits - Flexible and remote working options to encourage work-life balance - Learning and development opportunities to advance your career - Opportunities ...,2023-04-10T05:02:35Z,https://www.adzuna.com/details/4031427297,Adzuna,Remote
ERP - Account Sales Manager,Oracle,"Tallahassee, FL, 32395",", negotiation, and closing skills with prospects/customers - The flexibility to travel as needed What we'll offer you - A competitive salary and exciting benefits - Flexible and remote working ...",2023-04-10T05:02:31Z,https://www.adzuna.com/details/4031427237,Adzuna,Remote
HCM Cloud Advisor - Oracle Time & Labor and Absence,Oracle,"Tallahassee, FL, 32395","Job Description Delivery Consultant - HCM Time & Labor and Absence Location: Telecommuting / Remote from anywhere in the US, with 50 - 70% travel possible The Oracle Cloud HCM ...",2023-04-10T05:02:30Z,https://www.adzuna.com/details/4031427192,Adzuna,Remote
Licensing System Application Support - ITS3,State of Minnesota,"Roseville, MN, 55126","...  : Classified - Bargaining Unit/Union : 214 - MN Assoc of Professional Empl/MAPE - FLSA Status : Nonexempt - Telework Eligible : Yes LI-Hybrid - Designated in Connect 700 Program ...  of the Charitable Gambling License System that involves updates, patches and fixes - Manage the application hosting environment in Azure This telework position requires an employee to periodically ...",2023-04-10T04:58:56Z,https://www.adzuna.com/details/4031424679,Adzuna,Remote
"IT Software Engineer, Front-end - Remote",Mayo Clinic,"Rochester, MN, 55905","...  throughout Midwestern communities, at our international locations, and across the United States in remote work opportunities. Each Mayo Clinic location is a special place where our ...",2023-04-10T04:57:55Z,https://www.adzuna.com/details/4031422249,Adzuna,Remote
Data Center Facilities Management Specialist,National Institutes of Health,"Montgomery County, MD","...  questionnaire before you apply: https://apply.usastaffing.gov/ViewQuestionnaire/11850276 Education Additional Information This position is designated as a ""non-emergency/teleworker"" position ...  and the selected candidate will be considered a ""non-emergency/teleworker"" employee. In the event of a closure, you must be available to telework or request leave. A one-year probationary period ...",2023-04-10T04:56:58Z,https://www.adzuna.com/details/4031421386,Adzuna,Remote
Data Center Facilities Management Specialist,National Institutes of Health,"Montgomery County, MD","...  questionnaire before you apply: https://apply.usastaffing.gov/ViewQuestionnaire/11850292 Education Additional Information This position is designated as a ""non-emergency/teleworker"" position ...  and the selected candidate will be considered a ""non-emergency/teleworker"" employee. In the event of a closure, you must be available to telework or request leave. A one-year probationary period ...",2023-04-10T04:56:58Z,https://www.adzuna.com/details/4031421384,Adzuna,Remote
"Manager, Site Reliability Engineer - Remote",KPMG,"Lisle, IL, 60532",...  organization. This is a remote work opportunity. Responsibilities: - Resolve complex enterprise system hardware and software problems; collaborate with peer teams and vendors to coordinate ...,2023-04-10T04:52:37Z,https://www.adzuna.com/details/4031414212,Adzuna,Remote
Oracle Cloud Integration Developer,Gwinnett County,"Gwinnett County, GA","...  a 60-day assessment period, new hires may be eligible to telework on a limited rotation. This job requires a public safety background check to include motor vehicle histories ...",2023-04-10T04:52:29Z,https://www.adzuna.com/details/4031413118,Adzuna,Remote
Digital Product Owner Specialist,Biolife Plasma Services,"Bannockburn, IL, 60015","'s Hybrid and Remote Work policy. In accordance with the CO Equal Pay Act, Colorado Applicants Are Not Permitted to Apply. EEO Statement Takeda is proud in its commitment to creating ...",2023-04-10T04:51:14Z,https://www.adzuna.com/details/4031408199,Adzuna,Remote
Product Owner Intern,Leidos,"Charlottesville, VA, 22905","...  telecommuting may be acceptable. Pay Range:Pay Range $44,200.00 - $68,000.00 - $91,800.00 The Leidos pay range for this job level is a general guideline onlyand not a guarantee of compensation ...",2023-04-10T04:49:05Z,https://www.adzuna.com/details/4031402011,Adzuna,Remote
Computer Systems Analyst,Northrop Grumman,"Unknown City, VA","...  & Compliance; Communications; Transportation; and/or Program Management Tools. This requisition may be filled at either a level 2 or a level 3, and will allow for virtual telecommuting Roles ...",2023-04-10T04:48:45Z,https://www.adzuna.com/details/4031399905,Adzuna,Remote
Cloud Architect,Stage 2 Security,"Arlington, VA, 22212","...  for the planning, design, testing, implementation, or sustainment of security-related systems and technologies. Location: Hybrid - Work from Home and one time a week in Arlington, VA ...",2023-04-10T04:48:42Z,https://www.adzuna.com/details/4031398961,Adzuna,Remote
Systems Engineer - Governance/DevOps,"Arcfield, Inc.","Herndon, VA, 22095","...  Telecommute Options: No remote/telework allowed Equal Pay Act: Min: $118,331.72 Max: $284,349.35 EEO Statement: EEO We are required to compile the following information for statistical ...",2023-04-10T04:48:41Z,https://www.adzuna.com/details/4031398522,Adzuna,Remote
Systems Engineer II - Model-Based Systems Engineer,"Arcfield, Inc.","Chantilly, VA, 20151","...  Job Posting Title: Systems Engineer II - Model-Based Systems Engineer Requisition ID: 2023-4169 External Company URL: https://arcfield.com/ Street: 15050 Conference Ctr Dr Telecommute ...  Options: No remote/telework allowed Equal Pay Act: Min: $62,099.01 Max: $149,222.99 EEO Statement: EEO We are required to compile the following information for statistical purposes ...",2023-04-10T04:48:41Z,https://www.adzuna.com/details/4031398495,Adzuna,Remote
Sr. GEOINT Radar Systems Engineer,"Arcfield, Inc.","Chantilly, VA, 20151",": 2023-4167 External Company URL: https://arcfield.com/ Street: 15050 Conference Ctr Dr Telecommute Options: No remote/telework allowed Equal Pay Act: Min: $107,199.97 Max: $257,599.92 ...",2023-04-10T04:48:40Z,https://www.adzuna.com/details/4031398189,Adzuna,Remote
Senior Space Systems Engineer,"Arcfield, Inc.","Chantilly, VA, 20151",": 2023-4165 External Company URL: https://arcfield.com/ Street: 15050 Conference Ctr Dr Telecommute Options: No remote/telework allowed Equal Pay Act: Min: $107,199.97 Max: $257,599.92 ...",2023-04-10T04:48:40Z,https://www.adzuna.com/details/4031398200,Adzuna,Remote
Systems Engineer - IT Operations Management (ITOM),"Arcfield, Inc.","Herndon, VA, 22095",". External Job Posting Title: Systems Engineer - IT Operations Management (ITOM) Requisition ID: 2023-4175 External Company URL: https://arcfield.com/ Street: NSBU Telecommute Options ... : No remote/telework allowed Equal Pay Act: Min: $118,331.72 Max: $284,349.35 EEO Statement: EEO We are required to compile the following information for statistical purposes in order ...",2023-04-10T04:48:40Z,https://www.adzuna.com/details/4031398225,Adzuna,Remote
Core Network Engineer,"Castalia Systems, LLC","Chantilly, VA, 20151",: www.castaliasystems.com Telecommute: No ...,2023-04-10T04:48:40Z,https://www.adzuna.com/details/4031398257,Adzuna,Remote
SharePoint Administrator,Goldbelt Inc,"Alexandria, VA, 22303","...  scripting experience - Public Trust suitability Requisition ID: 2023-11159 External Company Name: Goldbelt, Inc. External Company URL: careers-goldbelt.icims.com Telecommute: No Overview ...",2023-04-10T04:48:40Z,https://www.adzuna.com/details/4031398227,Adzuna,Remote
PROCESS IMPROVEMENT ANALYST 3 (NEW CARRIER CONSTRUCTION),Huntington Ingalls Industries,"Newport News, VA, 23606",...  SHIPBUILDING (0265) Full-Time Shift: 1st Relocation: No relocation assistance available Virtual/Telework Opportunity: No - Not eligible for telework Meet HII's Newport News Shipbuilding ...,2023-04-10T04:48:37Z,https://www.adzuna.com/details/4031397178,Adzuna,Remote
Principal Data Engineer - Remote,UnitedHealth Group,"Chicago, IL, 60290",", engaged and high-performing teams to help solve important challenges. All employees working remotely will be required to adhere to UnitedHealth Group’s Telecommuter Policy. California ...",2023-04-10T03:48:14Z,https://www.adzuna.com/details/4031305150,Adzuna,Remote
